Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1271,Kike\e897d8ba,es ESP,FW,Eibar,es La Liga,29,1989,27,20,1767,19.6,5,1,5,0,0,2,0,0.25,0.05,0.31,0.25,0.31,6.0,6.0,0.8,6.7,0.30,0.04,0.34,0.30,0.34,Matches
1272,Luca Kilian\610aa1e9,de GER,DF,Paderborn 07,de Bundesliga,19,1999,15,14,1261,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
1273,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,22,1997,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1274,Joshua Kimmich\49296448,de GER,MFDF,Bayern Munich,de Bundesliga,24,1995,33,32,2818,31.3,4,7,4,0,0,7,0,0.13,0.22,0.35,0.13,0.35,1.3,1.3,8.2,9.6,0.04,0.26,0.31,0.04,0.31,Matches
1275,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,16,14,1225,13.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.03,0.00,0.03,0.03,0.03,Matches
1276,Joshua King\43458538,no NOR,FWMF,Bournemouth,eng Premier League,27,1992,26,24,2011,22.3,6,4,3,3,3,0,0,0.27,0.18,0.45,0.13,0.31,6.6,4.3,3.8,8.1,0.30,0.17,0.47,0.19,0.36,Matches
1277,Simon Kjær\8b8a56ce,dk DEN,DF,Atalanta,it Serie A,30,1989,5,3,292,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
1278,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,30,1989,15,15,1240,13.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
1279,Davy Klaassen\15fd5593,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,33,33,2936,32.6,7,5,6,1,3,7,0,0.21,0.15,0.37,0.18,0.34,7.2,4.9,3.4,8.3,0.22,0.10,0.32,0.15,0.25,Matches
1280,Felix Klaus\aeda1f69,de GER,FWMF,Wolfsburg,de Bundesliga,26,1992,23,6,670,7.4,0,1,0,0,0,0,1,0.00,0.13,0.13,0.00,0.13,1.6,1.6,1.5,3.1,0.22,0.20,0.41,0.22,0.41,Matches
1281,Ragnar Klavan\008a6e6d,ee EST,DF,Cagliari,it Serie A,33,1985,31,26,2354,26.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.02,0.02,0.04,0.02,0.04,Matches
1282,Timm Klose\5f1d07f6,ch SUI,DF,Norwich City,eng Premier League,31,1988,7,7,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.06,0.00,0.06,0.06,0.06,Matches
1283,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,23,1996,31,31,2643,29.4,3,1,3,0,0,1,0,0.10,0.03,0.14,0.10,0.14,3.0,3.0,1.7,4.7,0.10,0.06,0.16,0.10,0.16,Matches
1284,Justin Kluivert\4c3a6744,nl NED,FWMF,Roma,it Serie A,20,1999,22,19,1514,16.8,4,1,4,0,0,6,1,0.24,0.06,0.30,0.24,0.30,2.9,2.9,1.1,4.0,0.18,0.07,0.24,0.18,0.24,Matches
1285,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,23,1996,23,20,1878,20.9,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.8,2.0,0.01,0.09,0.09,0.01,0.09,Matches
1286,Robin Knoche\6bd5cd5d,de GER,DF,Wolfsburg,de Bundesliga,27,1992,21,17,1594,17.7,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0.01,0.03,0.03,0.03,Matches
1287,Robin Koch\ea6bc03a,de GER,DFMF,Freiburg,de Bundesliga,23,1996,32,31,2705,30.1,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.6,2.6,1.5,4.1,0.09,0.05,0.14,0.09,0.14,Matches
1288,Giorgi Kochorashvili\3da1b6ed,ge GEO,MF,Levante,es La Liga,20,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1289,Jonathan Kodjia\ecf44e09,ci CIV,FWMF,Aston Villa,eng Premier League,29,1989,6,0,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
1290,Kenan Kodro\e82d2807,ba BIH,FWMF,Athletic Club,es La Liga,25,1993,12,4,364,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches
1291,Dominik Kohr\0fbecd11,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,26,16,1445,16.1,0,3,0,0,0,5,1,0.00,0.19,0.19,0.00,0.19,1.3,1.3,1.1,2.4,0.08,0.07,0.15,0.08,0.15,Matches
1292,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,27,1992,32,30,2698,30.0,4,5,4,0,0,5,0,0.13,0.17,0.30,0.13,0.30,2.4,2.3,5.4,7.7,0.08,0.18,0.26,0.08,0.26,Matches
1293,Aleksandar Kolarov\eda40760,rs SRB,DF,Roma,it Serie A,33,1985,32,30,2732,30.4,7,3,5,2,4,6,0,0.23,0.10,0.33,0.16,0.26,6.9,3.9,4.9,8.8,0.23,0.16,0.39,0.13,0.29,Matches
1294,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,26,1993,26,19,1701,18.9,0,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,1.0,1.7,0.04,0.06,0.09,0.04,0.09,Matches
1295,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15,14,1305,14.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.01,0.02,0.02,0.01,0.02,Matches
1296,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,23,1995,16,15,1333,14.8,0,1,0,0,0,2,1,0.00,0.07,0.07,0.00,0.07,0.0,0.0,1.0,1.1,0.00,0.07,0.07,0.00,0.07,Matches
1297,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,8,6,569,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches
1298,Moussa Konaté\fcbcbd94,sn SEN,FW,Amiens,fr Ligue 1,26,1993,12,6,614,6.8,2,0,2,0,1,0,0,0.29,0.00,0.29,0.29,0.29,1.9,1.0,0.1,1.1,0.28,0.01,0.29,0.14,0.16,Matches
1299,Geoffrey Kondogbia\cce181df,cf CTA,MF,Valencia,es La Liga,26,1993,27,21,1807,20.1,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,1.0,1.0,0.2,1.2,0.05,0.01,0.06,0.05,0.06,Matches
1300,Kouadio Koné\86574238,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,13,11,875,9.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,Matches
1301,Lamine Koné\a46472d0,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,18,17,1473,16.4,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.4,1.0,0.03,0.02,0.06,0.03,0.06,Matches
1302,Moussa Koné\3ef68782,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,5,1,140,1.6,2,0,2,0,0,0,0,1.29,0.00,1.29,1.29,1.29,1.2,1.2,0.1,1.3,0.78,0.09,0.87,0.78,0.87,Matches
1303,Youssouf Koné\e6eadfb8,ml MLI,DF,Lyon,fr Ligue 1,24,1995,11,10,818,9.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.7,0.00,0.07,0.08,0.00,0.08,Matches
1304,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,eng Premier League,21,1997,25,24,2039,22.7,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.6,1.6,0.5,2.1,0.07,0.02,0.09,0.07,0.09,Matches
1305,Pascal Köpke\3861d9cc,de GER,FW,Hertha BSC,de Bundesliga,23,1995,4,1,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8,0.53,0.03,0.56,0.53,0.56,Matches
1306,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,25,25,2183,24.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.01,0.02,0.03,0.01,0.03,Matches
1307,Filip Kostić\b1cd37e6,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,26,1992,33,33,2958,32.9,4,11,4,0,0,4,0,0.12,0.33,0.46,0.12,0.46,5.9,5.9,9.3,15.3,0.18,0.28,0.47,0.18,0.47,Matches
1308,Christian Kouamé\58e933d2,ci CIV,FW,Fiorentina,it Serie A,21,1997,7,3,301,3.3,1,1,1,0,0,0,0,0.30,0.30,0.60,0.30,0.60,1.6,1.6,0.2,1.8,0.46,0.07,0.53,0.46,0.53,Matches
1309,Christian Kouamé\58e933d2,ci CIV,FW,Genoa,it Serie A,21,1997,11,10,915,10.2,5,2,5,0,0,1,0,0.49,0.20,0.69,0.49,0.69,1.7,1.7,1.0,2.8,0.17,0.10,0.27,0.17,0.27,Matches
1310,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Paris S-G,fr Ligue 1,17,2002,6,4,452,5.0,2,0,2,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.4,0.4,0.2,0.6,0.08,0.05,0.12,0.08,0.12,Matches
1311,Tomáš Koubek\dc366c36,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,2160,24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1312,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,28,1991,25,24,2105,23.4,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.4,0.04,0.02,0.06,0.04,0.06,Matches
1313,Efthimis Koulouris\21f8d950,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,24,17,1541,17.1,4,2,4,0,0,1,0,0.23,0.12,0.35,0.23,0.35,4.6,4.6,1.2,5.8,0.27,0.07,0.34,0.27,0.34,Matches
1314,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,20,1998,29,25,2309,25.7,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,0.5,2.4,0.07,0.02,0.09,0.07,0.09,Matches
1315,Leonardo Koutris\114b510e,gr GRE,DF,Mallorca,es La Liga,24,1995,2,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.18,0.18,0.00,0.18,Matches
1316,Cheikhou Kouyaté\8d3c902d,sn SEN,MFDF,Crystal Palace,eng Premier League,29,1989,35,29,2528,28.1,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.8,2.6,0.06,0.03,0.09,0.06,0.09,Matches
1317,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,25,1994,31,23,2073,23.0,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.9,3.3,0.06,0.08,0.14,0.06,0.14,Matches
1318,Dawid Kownacki\be5e1c4c,pl POL,FWMF,Düsseldorf,de Bundesliga,22,1997,20,11,1093,12.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.6,2.6,0.16,0.05,0.21,0.16,0.21,Matches
1319,İsmail Köybaşı\58640e66,tr TUR,DFFW,Granada,es La Liga,30,1989,4,3,231,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.07,0.08,0.01,0.08,Matches
1320,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1321,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,17,11,1020,11.3,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
1322,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,28,1991,19,14,1422,15.8,12,2,10,2,2,3,0,0.76,0.13,0.89,0.63,0.76,9.3,7.8,3.2,11.0,0.59,0.20,0.80,0.49,0.70,Matches
1323,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,28,1991,22,17,1464,16.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.9,0.03,0.03,0.05,0.03,0.05,Matches
1324,Tom Krauß\9f77012e,de GER,MF,RB Leipzig,de Bundesliga,18,2001,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1325,Ladislav Krejčí\58027adc,cz CZE,DF,Bologna,it Serie A,27,1992,14,11,1051,11.7,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.5,0.8,0.03,0.04,0.07,0.03,0.07,Matches
1326,Rene Krhin\9a506145,si SVN,DFMF,Nantes,fr Ligue 1,29,1990,8,4,327,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
1327,Felix Kroos\4d7faad1,de GER,MF,Union Berlin,de Bundesliga,28,1991,15,3,378,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.11,0.06,0.17,0.11,0.17,Matches
1328,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,29,1990,35,31,2652,29.5,4,5,4,0,0,2,0,0.14,0.17,0.31,0.14,0.31,2.8,2.8,4.0,6.8,0.09,0.14,0.23,0.09,0.23,Matches
1329,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1330,Rade Krunić\817c6964,ba BIH,MFFW,Milan,it Serie A,25,1993,15,4,537,6.0,0,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.1,1.5,0.07,0.18,0.25,0.07,0.25,Matches
1331,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,26,1992,5,3,209,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
1332,Takefusa Kubo\16aa3654,jp JPN,MFFW,Mallorca,es La Liga,18,2001,35,23,2312,25.7,4,4,4,0,0,4,0,0.16,0.16,0.31,0.16,0.31,2.8,2.8,2.9,5.7,0.11,0.11,0.22,0.11,0.22,Matches
1333,Juraj Kucka\5aaef9ef,sk SVK,MFFW,Parma,it Serie A,32,1987,26,22,1932,21.5,6,3,4,2,2,5,1,0.28,0.14,0.42,0.19,0.33,4.6,3.1,1.9,5.0,0.22,0.09,0.30,0.14,0.23,Matches
1334,Dejan Kulusevski\df3cda47,se SWE,FWMF,Parma,it Serie A,19,2000,36,33,2930,32.6,10,8,9,1,1,3,0,0.31,0.25,0.55,0.28,0.52,6.7,6.0,9.0,14.9,0.21,0.28,0.48,0.18,0.46,Matches
1335,Marash Kumbulla\a40819d9,al ALB,DF,Hellas Verona,it Serie A,19,2000,25,25,1950,21.7,1,0,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.1,1.7,0.08,0.00,0.08,0.08,0.08,Matches
1336,Pierre Kunde\9ceb7642,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,28,22,1866,20.7,4,0,4,0,0,6,0,0.19,0.00,0.19,0.19,0.19,3.1,3.1,1.8,4.9,0.15,0.09,0.24,0.15,0.24,Matches
1337,Jasmin Kurtić\144607cc,si SVN,MF,SPAL,it Serie A,30,1989,16,16,1409,15.7,2,0,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13,2.4,2.4,2.0,4.5,0.15,0.13,0.29,0.15,0.29,Matches
1338,Jasmin Kurtić\144607cc,si SVN,MFFW,Parma,it Serie A,30,1989,20,18,1664,18.5,2,1,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16,0.9,0.9,1.7,2.6,0.05,0.09,0.14,0.05,0.14,Matches
1339,Layvin Kurzawa\41e7ef1c,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,14,9,858,9.5,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.2,0.8,0.07,0.02,0.09,0.07,0.09,Matches
1340,Dereck Kutesa\1b6862e8,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,14,4,528,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09,Matches
1341,Ahmed Kutucu\beda9675,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,25,3,679,7.5,3,2,3,0,0,2,0,0.40,0.27,0.66,0.40,0.66,1.5,1.5,1.2,2.7,0.20,0.16,0.36,0.20,0.36,Matches
1342,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,14,13,983,10.9,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.4,0.6,0.02,0.03,0.05,0.02,0.05,Matches
1343,Giorgos Kyriakopoulos\0a483542,gr GRE,DF,Sassuolo,it Serie A,23,1996,26,17,1643,18.3,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.6,1.3,0.04,0.03,0.07,0.04,0.07,Matches
1344,Antonino La Gumina\822a7761,it ITA,FW,Sampdoria,it Serie A,23,1996,5,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.14,0.08,0.22,0.14,0.22,Matches
1345,Andrea La Mantia\c375dfa5,it ITA,FW,Lecce,it Serie A,28,1991,12,6,553,6.1,2,0,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,3.5,3.5,0.2,3.7,0.58,0.03,0.61,0.58,0.61,Matches
1346,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,28,27,2237,24.9,6,5,6,0,0,1,0,0.24,0.20,0.44,0.24,0.44,8.1,8.1,2.6,10.7,0.33,0.10,0.43,0.33,0.43,Matches
1347,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,eng Premier League,28,1991,30,22,1874,20.8,10,4,10,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.5,8.5,3.1,11.6,0.41,0.15,0.55,0.41,0.55,Matches
1348,Riccardo Ladinetti\ff4296df,it ITA,MF,Cagliari,it Serie A,18,2000,3,1,127,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
1349,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,2430,27.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1350,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,29,1989,31,31,2654,29.5,1,2,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,0.8,0.8,0.9,1.7,0.03,0.03,0.06,0.03,0.06,Matches
1351,Jack Lahne\07f73a4f,se SWE,FW,Amiens,fr Ligue 1,17,2001,1,0,9,0.1,1,0,1,0,0,0,0,10.00,0.00,10.00,10.00,10.00,0.4,0.4,0.0,0.4,4.47,0.00,4.47,4.47,4.47,Matches
1352,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,29,26,2115,23.5,2,6,2,0,0,8,1,0.09,0.26,0.34,0.09,0.34,0.8,0.8,2.8,3.6,0.04,0.12,0.15,0.04,0.15,Matches
1353,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,31,31,2710,30.1,1,3,1,0,0,9,0,0.03,0.10,0.13,0.03,0.13,1.1,1.1,3.8,4.9,0.04,0.13,0.16,0.04,0.16,Matches
1354,Diego Lainez\bf12926c,mx MEX,MFFW,Betis,es La Liga,19,2000,15,2,348,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches
1355,Kenny Lala\770d7eb8,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,25,22,2043,22.7,2,1,0,2,2,1,0,0.09,0.04,0.13,0.00,0.04,2.9,1.4,2.3,3.7,0.13,0.10,0.23,0.06,0.16,Matches
1356,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,15,3,382,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,1.1,1.1,0.7,1.7,0.25,0.16,0.41,0.25,0.41,Matches
1357,Érik Lamela\abe66106,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,25,12,1215,13.5,2,1,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,4.3,0.20,0.12,0.32,0.20,0.32,Matches
1358,Tariq Lamptey\f4e433d4,eng ENG,DF,Chelsea,eng Premier League,18,2000,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.32,0.32,0.00,0.32,Matches
1359,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,eng Premier League,18,2000,8,7,588,6.5,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.6,0.7,0.01,0.10,0.11,0.01,0.11,Matches
1360,Loïck Landre\08082af0,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,11,10,929,10.3,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.9,0.9,0.1,1.0,0.09,0.01,0.10,0.09,0.10,Matches
1361,Michael Lang\864db10a,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,9,6,544,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.05,0.11,0.15,0.05,0.15,Matches
1362,Sebastian Langkamp\74d70fb5,de GER,DF,Werder Bremen,de Bundesliga,31,1988,5,3,314,3.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12,Matches
1363,Henri Lansbury\fe8e6fa1,eng ENG,MFFW,Aston Villa,eng Premier League,28,1990,10,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matches
1364,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,26,1993,24,14,1379,15.3,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,2.0,2.0,2.5,4.5,0.13,0.16,0.29,0.13,0.29,Matches
1365,Gianluca Lapadula\2ead2809,pe PER,FW,Lecce,it Serie A,29,1990,25,20,1784,19.8,11,0,9,2,2,8,1,0.55,0.00,0.55,0.45,0.45,10.6,9.1,2.1,11.2,0.53,0.11,0.64,0.46,0.56,Matches
1366,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,25,1994,15,14,1097,12.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03,Matches
1367,Danilo Larangeira\fed5f993,br BRA,DF,Bologna,it Serie A,35,1984,30,30,2638,29.3,2,0,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Matches
1368,Larra\0d690336,es ESP,FWMF,Athletic Club,es La Liga,21,1997,10,2,250,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
1369,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,2397,26.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1370,Kevin Lasagna\09538fdb,it ITA,FW,Udinese,it Serie A,26,1992,36,28,2569,28.5,10,1,10,0,0,1,0,0.35,0.04,0.39,0.35,0.39,9.6,9.6,2.5,12.1,0.34,0.09,0.42,0.34,0.42,Matches
1371,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,24,24,2076,23.1,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.1,0.4,0.01,0.01,0.02,0.01,0.02,Matches
1372,Paul Lasne\542cc80f,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,19,14,1224,13.6,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,1.1,1.1,1.5,2.6,0.08,0.11,0.19,0.08,0.19,Matches
1373,Toni Lato\8e088e04,es ESP,DFMF,Osasuna,es La Liga,21,1997,8,6,470,5.2,1,0,1,0,0,3,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.3,0.6,0.07,0.05,0.12,0.07,0.12,Matches
1374,Danny Latza\33b554b7,de GER,MF,Mainz 05,de Bundesliga,29,1989,23,15,1373,15.3,0,2,0,0,0,7,0,0.00,0.13,0.13,0.00,0.13,0.9,0.9,1.4,2.4,0.06,0.09,0.16,0.06,0.16,Matches
1375,Vincent Laurini\3535098b,fr FRA,DF,Parma,it Serie A,30,1989,15,10,884,9.8,0,2,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,1.1,1.1,0.00,0.11,0.11,0.00,0.11,Matches
